,School1,School2,Year,Distance,popDiff,perfDiff
6149,Round Diamond Primary School,Ashtree Primary School and Nursery,2019,3680.0370922043708,0.9,3.6938816581418443
6150,Trotts Hill Primary and Nursery School,Ashtree Primary School and Nursery,2019,2837.5711444825483,0.5333333333333333,3.7964451784806448
6151,Walkern Primary School,Ashtree Primary School and Nursery,2019,3360.8220720532054,0.20000000000000007,2.3770185003951765
6152,Woolenwick Junior School,Ashtree Primary School and Nursery,2019,3720.4329049184585,0.8333333333333334,-1.857319781496963
6153,Ardeley St Lawrence Church of England Voluntary Aided Primary School,Ashtree Primary School and Nursery,2019,5672.62699284908,0.20000000000000007,-2.4372071599295784
6154,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Aston St Mary's Church of England Aided Primary School,2019,3749.909065564124,-0.6777777777777777,-4.304217678072206
6155,Ashtree Primary School and Nursery,Aston St Mary's Church of England Aided Primary School,2019,1264.544977452364,-0.6777777777777777,-7.777964039516352
6157,Bedwell Primary School,Aston St Mary's Church of England Aided Primary School,2019,2820.159569953445,-0.8333333333333333,-9.167024472024604
6158,Benington Church of England Primary School,Aston St Mary's Church of England Aided Primary School,2019,2694.1679606141856,-0.2777777777777777,-4.409021467059019
6159,Broom Barns Primary School,Aston St Mary's Church of England Aided Primary School,2019,3181.8939328645133,-0.1777777777777776,-6.532218821257957
6160,Camps Hill Primary School,Aston St Mary's Church of England Aided Primary School,2019,2351.7227727774375,-0.311111111111111,-6.286596468819164
6161,Featherstone Wood Primary School,Aston St Mary's Church of England Aided Primary School,2019,1252.8663136983132,-0.2777777777777777,-9.329645125092147
6162,Knebworth Primary and Nursery School,Aston St Mary's Church of England Aided Primary School,2019,3563.2935607384356,-0.36111111111111105,-4.121566287307664
6163,Lodge Farm Primary School,Aston St Mary's Church of England Aided Primary School,2019,2544.967190358257,-0.3277777777777777,-7.762458869619328
6164,Longmeadow Primary School,Aston St Mary's Church of England Aided Primary School,2019,1664.298350657117,-0.7777777777777777,-7.575724852373234
6165,Peartree Spring Primary School,Aston St Mary's Church of England Aided Primary School,2019,1791.8805763777898,-0.2666666666666666,-7.801543983096874
6166,Roebuck Academy,Aston St Mary's Church of England Aided Primary School,2019,2594.579349335842,-0.411111111111111,-6.450334042298528
6167,St Vincent De Paul,Aston St Mary's Church of England Aided Primary School,2019,2820.159569953445,-0.3277777777777777,-7.7912693242377
6168,Shephalbury Park Primary School,Aston St Mary's Church of England Aided Primary School,2019,1968.8232526054744,-0.14444444444444438,-5.990195064572076
6169,St Margaret Clitherow Roman Catholic Primary School,Aston St Mary's Church of England Aided Primary School,2019,2884.022364684435,0.08888888888888902,-4.1041015886235845
6170,St Michael's Woolmer Green CofE VA Primary School,Aston St Mary's Church of England Aided Primary School,2019,4786.692490645289,-0.611111111111111,-4.2963214412122275
6171,St Nicholas CofE (VA) Primary School and Nursery,Aston St Mary's Church of England Aided Primary School,2019,2596.9031556837076,-0.2777777777777777,-8.494885515034168
6172,Watton-at-Stone Primary and Nursery School,Aston St Mary's Church of England Aided Primary School,2019,4574.310221224617,-0.14444444444444438,-4.941037725640325
6173,Fairlands Primary School,Aston St Mary's Church of England Aided Primary School,2019,4212.0600660484415,-0.5222222222222221,-7.688094780007004
6174,Giles Junior School,Aston St Mary's Church of England Aided Primary School,2019,4177.866082104595,-0.38888888888888884,-7.836964566778261
6175,Leys Primary and Nursery School,Aston St Mary's Church of England Aided Primary School,2019,4553.817080208646,-0.7177777777777776,-6.793337115127137
6176,Martins Wood Primary School,Aston St Mary's Church of England Aided Primary School,2019,3630.1329176767067,-0.3555555555555554,-7.464907945806607
6177,Moss Bury Primary School and Nursery,Aston St Mary's Church of England Aided Primary School,2019,3328.1347628964786,-0.5888888888888888,-5.289501076716972
6178,Round Diamond Primary School,Aston St Mary's Church of England Aided Primary School,2019,4624.204688376153,0.22222222222222232,-4.0840823813745075
6179,Trotts Hill Primary and Nursery School,Aston St Mary's Church of England Aided Primary School,2019,4038.2025704513635,-0.14444444444444438,-3.9815188610357075
6180,Walkern Primary School,Aston St Mary's Church of England Aided Primary School,2019,3316.2076231743995,-0.47777777777777763,-5.400945539121176
6181,Woolenwick Junior School,Aston St Mary's Church of England Aided Primary School,2019,4956.218820835093,0.15555555555555567,-9.635283821013315
6182,Ardeley St Lawrence Church of England Voluntary Aided Primary School,Aston St Mary's Church of England Aided Primary School,2019,5417.147312008416,-0.47777777777777763,-10.21517119944593
6183,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Bedwell Primary School,2019,5509.026229743329,0.15555555555555556,4.862806793952398
6184,Ashtree Primary School and Nursery,Bedwell Primary School,2019,1556.78193720251,0.15555555555555556,1.3890604325082525
6185,Aston St Mary's Church of England Aided Primary School,Bedwell Primary School,2019,2820.159569953445,0.8333333333333333,9.167024472024604
6187,Benington Church of England Primary School,Bedwell Primary School,2019,4833.360839002195,0.5555555555555556,4.758003004965586
6188,Broom Barns Primary School,Bedwell Primary School,2019,928.819142782921,0.6555555555555557,2.6348056507666477
6189,Camps Hill Primary School,Bedwell Primary School,2019,973.0632045247626,0.5222222222222223,2.8804280032054406
6190,Featherstone Wood Primary School,Bedwell Primary School,2019,1702.4646839215197,0.5555555555555556,-0.16262065306754225
6191,Knebworth Primary and Nursery School,Bedwell Primary School,2019,4620.77839762956,0.4722222222222222,5.04545818471694
6192,Lodge Farm Primary School,Bedwell Primary School,2019,1037.3591470652775,0.5055555555555555,1.404565602405277
6193,Longmeadow Primary School,Bedwell Primary School,2019,2607.9373075286912,0.05555555555555558,1.5912996196513702
6194,Peartree Spring Primary School,Bedwell Primary School,2019,1543.204458262093,0.5666666666666667,1.365480488927731
6195,Roebuck Academy,Bedwell Primary School,2019,2038.7491263026945,0.4222222222222223,2.7166904297260768
6197,Shephalbury Park Primary School,Bedwell Primary School,2019,2573.2425070327126,0.6888888888888889,3.176829407452529
6198,St Margaret Clitherow Roman Catholic Primary School,Bedwell Primary School,2019,1899.5917982556148,0.9222222222222223,5.06292288340102
6199,St Nicholas CofE (VA) Primary School and Nursery,Bedwell Primary School,2019,853.2959627233683,0.5555555555555556,0.672138956990437
6200,Fairlands Primary School,Bedwell Primary School,2019,1475.4558617593411,0.3111111111111111,1.4789296920176005
6201,Giles Junior School,Bedwell Primary School,2019,1790.4482678927084,0.4444444444444444,1.330059905246344
6202,Graveley Primary School,Bedwell Primary School,2019,3912.549680195767,0.3055555555555556,2.859848993524738
6203,Leys Primary and Nursery School,Bedwell Primary School,2019,2337.2706304576714,0.11555555555555563,2.3736873568974675
6204,Martins Wood Primary School,Bedwell Primary School,2019,1643.8445790280782,0.47777777777777786,1.7021165262179974
6205,Moss Bury Primary School and Nursery,Bedwell Primary School,2019,818.1301852394887,0.24444444444444446,3.877523395307633
6206,Round Diamond Primary School,Bedwell Primary School,2019,2793.5205386751677,1.0555555555555556,5.082942090650097
6207,St Ippolyts Church of England Aided Primary School,Bedwell Primary School,2019,5901.4604971989775,0.9055555555555557,2.8643722389510677
6208,Trotts Hill Primary and Nursery School,Bedwell Primary School,2019,1450.4137340772804,0.6888888888888889,5.185505610988898
6209,Walkern Primary School,Bedwell Primary School,2019,3931.975203380611,0.3555555555555556,3.7660789329034285
6210,Weston Primary School,Bedwell Primary School,2019,5834.891601392437,0.40555555555555556,4.098184704579634
6211,Woolenwick Junior School,Bedwell Primary School,2019,2283.8513524308014,0.9888888888888889,-0.4682593489887106
6212,Wymondley Junior Mixed and Infant School,Bedwell Primary School,2019,4979.473265316323,0.7555555555555555,1.1211558210591321
6213,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Benington Church of England Primary School,2019,5720.565793695585,-0.4,0.10480378898681297
6214,Ashtree Primary School and Nursery,Benington Church of England Primary School,2019,3562.7945492267722,-0.4,-3.3689425724573328
6215,Aston St Mary's Church of England Aided Primary School,Benington Church of England Primary School,2019,2694.1679606141856,0.2777777777777777,4.409021467059019
6216,Bedwell Primary School,Benington Church of England Primary School,2019,4833.360839002195,-0.5555555555555556,-4.758003004965586
6218,Broom Barns Primary School,Benington Church of England Primary School,2019,5503.926780036231,0.10000000000000009,-2.123197354198938
6219,Camps Hill Primary School,Benington Church of England Primary School,2019,3964.735678453231,-0.033333333333333326,-1.8775750017601447
6220,Featherstone Wood Primary School,Benington Church of England Primary School,2019,3769.047757723428,0.0,-4.9206236580331275
6221,Knebworth Primary and Nursery School,Benington Church of England Primary School,2019,5982.644231441479,-0.08333333333333337,0.28745517975135515
6222,Lodge Farm Primary School,Benington Church of England Primary School,2019,4041.282593434911,-0.050000000000000044,-3.353437402560308
6223,Longmeadow Primary School,Benington Church of England Primary School,2019,4349.09116942839,-0.5,-3.1667033853142152
6224,Peartree Spring Primary School,Benington Church of England Primary School,2019,4359.085798650905,0.011111111111111072,-3.3925225160378547
6225,Roebuck Academy,Benington Church of England Primary School,2019,5251.680207324129,-0.1333333333333333,-2.0413125752395085
6226,St Vincent De Paul,Benington Church of England Primary School,2019,4833.360839002195,-0.050000000000000044,-3.3822478571786805
6227,Shephalbury Park Primary School,Benington Church of England Primary School,2019,4659.540106061971,0.1333333333333333,-1.581173597513056
6228,St Margaret Clitherow Roman Catholic Primary School,Benington Church of England Primary School,2019,5504.289418262815,0.3666666666666667,0.304919878435435
6229,St Nicholas CofE (VA) Primary School and Nursery,Benington Church of England Primary School,2019,4971.086098630761,0.0,-4.085864047975148
6230,Watton-at-Stone Primary and Nursery School,Benington Church of England Primary School,2019,4746.761106270254,0.1333333333333333,-0.532016258581306
6231,Giles Junior School,Benington Church of England Primary School,2019,5451.717160675157,-0.11111111111111116,-3.4279430997192417
6232,Leys Primary and Nursery School,Benington Church of England Primary School,2019,5572.821278311372,-0.43999999999999995,-2.3843156480681182
6233,Martins Wood Primary School,Benington Church of England Primary School,2019,4762.785109576119,-0.07777777777777772,-3.0558864787475883
6234,Moss Bury Primary School and Nursery,Benington Church of England Primary School,2019,4958.896046500672,-0.3111111111111111,-0.8804796096579524
6235,Round Diamond Primary School,Benington Church of England Primary School,2019,5273.207183489001,0.5,0.3249390856845116
6236,Trotts Hill Primary and Nursery School,Benington Church of England Primary School,2019,5537.253561107708,0.1333333333333333,0.4275026060233118
6237,Walkern Primary School,Benington Church of England Primary School,2019,2286.2458310514203,-0.19999999999999996,-0.9919240720621567
6238,Ardeley St Lawrence Church of England Voluntary Aided Primary School,Benington Church of England Primary School,2019,3331.257120067438,-0.19999999999999996,-5.806149732386912
6239,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Broom Barns Primary School,2019,5196.787950263124,-0.5000000000000001,2.2280011431857507
6240,Ashtree Primary School and Nursery,Broom Barns Primary School,2019,1983.866174922089,-0.5000000000000001,-1.2457452182583952
6241,Aston St Mary's Church of England Aided Primary School,Broom Barns Primary School,2019,3181.8939328645133,0.1777777777777776,6.532218821257957
6242,Bedwell Primary School,Broom Barns Primary School,2019,928.819142782921,-0.6555555555555557,-2.6348056507666477
6243,Benington Church of England Primary School,Broom Barns Primary School,2019,5503.926780036231,-0.10000000000000009,2.123197354198938
6245,Camps Hill Primary School,Broom Barns Primary School,2019,1862.3482488514333,-0.13333333333333341,0.24562235243879316
6246,Featherstone Wood Primary School,Broom Barns Primary School,2019,1933.9371758151815,-0.10000000000000009,-2.79742630383419
6247,Knebworth Primary and Nursery School,Broom Barns Primary School,2019,4144.2483033717945,-0.18333333333333346,2.410652533950293
6248,Lodge Farm Primary School,Broom Barns Primary School,2019,1956.4828136224453,-0.15000000000000013,-1.2302400483613707
6249,Longmeadow Primary School,Broom Barns Primary School,2019,2435.1566684712507,-0.6000000000000001,-1.0435060311152773
6250,Peartree Spring Primary School,Broom Barns Primary School,2019,1495.0735767847682,-0.08888888888888902,-1.2693251618389167
6251,Roebuck Academy,Broom Barns Primary School,2019,1490.0083892381278,-0.2333333333333334,0.08188477895942936
6252,St Vincent De Paul,Broom Barns Primary School,2019,928.819142782921,-0.15000000000000013,-1.2590505029797425
6253,Shephalbury Park Primary School,Broom Barns Primary School,2019,2288.339135705195,0.033333333333333215,0.5420237566858817
6254,St Margaret Clitherow Roman Catholic Primary School,Broom Barns Primary School,2019,1217.1639166521493,0.2666666666666666,2.428117232634373
6255,St Michael's Woolmer Green CofE VA Primary School,Broom Barns Primary School,2019,5516.380153687743,-0.43333333333333346,2.2358973800457296
6256,St Nicholas CofE (VA) Primary School and Nursery,Broom Barns Primary School,2019,587.5210634521966,-0.10000000000000009,-1.9626666937762107
6257,Fairlands Primary School,Broom Barns Primary School,2019,1157.71715025735,-0.34444444444444455,-1.1558759587490472
6258,Giles Junior School,Broom Barns Primary School,2019,2463.48087063813,-0.21111111111111125,-1.3047457455203038
6259,Graveley Primary School,Broom Barns Primary School,2019,4078.7059222258226,-0.3500000000000001,0.22504334275809046
6260,Leys Primary and Nursery School,Broom Barns Primary School,2019,3036.381563637877,-0.54,-0.2611182938691804
6261,Martins Wood Primary School,Broom Barns Primary School,2019,2490.5461248489255,-0.1777777777777778,-0.9326891245486503
6262,Moss Bury Primary School and Nursery,Broom Barns Primary School,2019,1605.1479682571323,-0.4111111111111112,1.2427177445409856
6263,Round Diamond Primary School,Broom Barns Primary School,2019,3591.279437749171,0.3999999999999999,2.4481364398834495
6264,St Ippolyts Church of England Aided Primary School,Broom Barns Primary School,2019,5588.840398508442,0.25,0.22956658818442022
6265,Trotts Hill Primary and Nursery School,Broom Barns Primary School,2019,2033.6285304843655,0.033333333333333215,2.5506999602222495
6266,Walkern Primary School,Broom Barns Primary School,2019,4817.137116586988,-0.30000000000000004,1.1312732821367812
6267,Woolenwick Junior School,Broom Barns Primary School,2019,1795.9331836123527,0.33333333333333326,-3.1030649997553583
6268,Wymondley Junior Mixed and Infant School,Broom Barns Primary School,2019,4862.781200095271,0.09999999999999987,-1.5136498297075156
6269,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Camps Hill Primary School,2019,5608.533676461255,-0.3666666666666667,1.9823787907469577
6270,Ashtree Primary School and Nursery,Camps Hill Primary School,2019,1254.1873863183284,-0.3666666666666667,-1.4913675706971883
6271,Aston St Mary's Church of England Aided Primary School,Camps Hill Primary School,2019,2351.7227727774375,0.311111111111111,6.286596468819164
6272,Bedwell Primary School,Camps Hill Primary School,2019,973.0632045247626,-0.5222222222222223,-2.8804280032054406
6273,Benington Church of England Primary School,Camps Hill Primary School,2019,3964.735678453231,0.033333333333333326,1.8775750017601447
6274,Broom Barns Primary School,Camps Hill Primary School,2019,1862.3482488514333,0.13333333333333341,-0.24562235243879316
6276,Featherstone Wood Primary School,Camps Hill Primary School,2019,1596.5494041839106,0.033333333333333326,-3.0430486562729833
6277,Knebworth Primary and Nursery School,Camps Hill Primary School,2019,4924.516727558147,-0.050000000000000044,2.1650301815115
6278,Lodge Farm Primary School,Camps Hill Primary School,2019,219.8226557932553,-0.01666666666666672,-1.4758624008001637
6279,Longmeadow Primary School,Camps Hill Primary School,2019,2744.4950355211067,-0.4666666666666667,-1.2891283835540706
6280,Peartree Spring Primary School,Camps Hill Primary School,2019,1783.6333703987486,0.0444444444444444,-1.5149475142777098
6281,Roebuck Academy,Camps Hill Primary School,2019,2594.6826395534385,-0.09999999999999998,-0.1637375734793638
6282,St Vincent De Paul,Camps Hill Primary School,2019,973.0632045247626,-0.01666666666666672,-1.5046728554185356
6283,Shephalbury Park Primary School,Camps Hill Primary School,2019,2823.707669005416,0.16666666666666663,0.2964014042470885
6284,St Margaret Clitherow Roman Catholic Primary School,Camps Hill Primary School,2019,2578.60524314987,0.4,2.1824948801955797
6285,St Nicholas CofE (VA) Primary School and Nursery,Camps Hill Primary School,2019,1569.8541333512487,0.033333333333333326,-2.208289046215004
6286,Fairlands Primary School,Camps Hill Primary School,2019,2377.5470552651527,-0.21111111111111114,-1.4014983111878403
6287,Giles Junior School,Camps Hill Primary School,2019,1826.3605887118786,-0.07777777777777783,-1.5503680979590968
6288,Graveley Primary School,Camps Hill Primary School,2019,4339.011523377185,-0.21666666666666667,-0.020579009680702698
6289,Leys Primary and Nursery School,Camps Hill Primary School,2019,2230.3923421676286,-0.4066666666666666,-0.5067406463079736
6290,Martins Wood Primary School,Camps Hill Primary School,2019,1324.1589783707998,-0.0444444444444444,-1.1783114769874434
6291,Moss Bury Primary School and Nursery,Camps Hill Primary School,2019,1035.1951506841597,-0.2777777777777778,0.9970953921021923
6292,Round Diamond Primary School,Camps Hill Primary School,2019,2435.9788586931536,0.5333333333333333,2.2025140874446563
6293,Trotts Hill Primary and Nursery School,Camps Hill Primary School,2019,1713.7421042852393,0.16666666666666663,2.3050776077834563
6294,Walkern Primary School,Camps Hill Primary School,2019,2961.7962455239895,-0.16666666666666663,0.885650929697988
6295,Weston Primary School,Camps Hill Primary School,2019,5463.167213256427,-0.1166666666666667,1.217756701374193
6296,Woolenwick Junior School,Camps Hill Primary School,2019,3195.7667311617097,0.4666666666666667,-3.348687352194151
6297,Wymondley Junior Mixed and Infant School,Camps Hill Primary School,2019,5606.596293652683,0.23333333333333328,-1.7592721821463086
6298,Ardeley St Lawrence Church of England Voluntary Aided Primary School,Camps Hill Primary School,2019,5288.788235503479,-0.16666666666666663,-3.9285747306267664
6299,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Codicote Church of England Primary School,2019,5315.994450711927,-0.8333333333333334,-0.888439885270214
6301,Harwood Hill Junior Mixed Infant and Nursery School,Codicote Church of England Primary School,2019,4551.860279050753,-0.6333333333333333,-2.752291486440269
6302,Holy Family Catholic Primary School,Codicote Church of England Primary School,2019,5753.438102560937,-0.8333333333333334,-1.0558257379586962
6303,Homerswood Primary and Nursery School,Codicote Church of England Primary School,2019,4274.074051768406,-0.3999999999999999,-5.9502223081786045
6304,Knebworth Primary and Nursery School,Codicote Church of England Primary School,2019,4437.830551068844,-0.5166666666666667,-0.7057884945056718
6305,Oaklands Primary School,Codicote Church of England Primary School,2019,3027.5120148399083,-0.3999999999999999,-1.6440015865198232
6306,Roebuck Academy,Codicote Church of England Primary School,2019,5641.151389565786,-0.5666666666666667,-3.0345562494965357
6307,Shephalbury Park Primary School,Codicote Church of England Primary School,2019,5808.396852832974,-0.30000000000000004,-2.5744172717700833
6308,_St John's CofE Primary School,Codicote Church of England Primary School,2019,4796.133859683235,-0.6,0.7533588458086564
6309,St Margaret Clitherow Roman Catholic Primary School,Codicote Church of England Primary School,2019,5634.495363384373,-0.06666666666666665,-0.688323795821592
6310,St Michael's Woolmer Green CofE VA Primary School,Codicote Church of England Primary School,2019,4059.243771935852,-0.7666666666666667,-0.8805436484102354
6311,Welwyn St Mary's Church of England Voluntary Aided Primary School,Codicote Church of England Primary School,2019,2911.7036250277947,-0.2666666666666666,-2.1741626585108262
6312,Applecroft School,Codicote Church of England Primary School,2019,5855.006233984725,0.18333333333333335,0.07077469874326114
6313,Beech Hyde Primary School and Nursery,Codicote Church of England Primary School,2019,5670.805410168824,-0.9666666666666667,-1.9049748120694323
6314,St Helen's Church of England Primary School,Codicote Church of England Primary School,2019,5909.2681441951845,-0.2666666666666666,-0.752041359339443
6315,"St John's Voluntary Aided Church of England Primary School, Lemsford",Codicote Church of England Primary School,2019,5855.794480683215,-0.2333333333333334,0.400020413709834
6316,Templewood Primary School,Codicote Church of England Primary School,2019,4770.06970598963,0.1333333333333333,-2.612837281605424
6317,Kimpton Primary School,Codicote Church of England Primary School,2019,3918.7764672152457,-0.8,-5.077565959146534
6318,St Paul's Walden Primary School,Codicote Church of England Primary School,2019,4482.7082215999735,-0.03333333333333344,-5.352085441479003
6319,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Featherstone Wood Primary School,2019,4012.0044865378704,-0.4,5.025427447019941
6320,Ashtree Primary School and Nursery,Featherstone Wood Primary School,2019,405.7437615047211,-0.4,1.5516810855757948
6321,Aston St Mary's Church of England Aided Primary School,Featherstone Wood Primary School,2019,1252.8663136983132,0.2777777777777777,9.329645125092147
6322,Bedwell Primary School,Featherstone Wood Primary School,2019,1702.4646839215197,-0.5555555555555556,0.16262065306754225
6323,Benington Church of England Primary School,Featherstone Wood Primary School,2019,3769.047757723428,0.0,4.9206236580331275
6324,Broom Barns Primary School,Featherstone Wood Primary School,2019,1933.9371758151815,0.10000000000000009,2.79742630383419
6325,Camps Hill Primary School,Featherstone Wood Primary School,2019,1596.5494041839106,-0.033333333333333326,3.0430486562729833
6327,Knebworth Primary and Nursery School,Featherstone Wood Primary School,2019,3384.16090043012,-0.08333333333333337,5.208078837784483
6328,Lodge Farm Primary School,Featherstone Wood Primary School,2019,1816.3711074557423,-0.050000000000000044,1.5671862554728193
6329,Longmeadow Primary School,Featherstone Wood Primary School,2019,1177.8374251143491,-0.5,1.7539202727189125
6330,Peartree Spring Primary School,Featherstone Wood Primary School,2019,591.0955929458449,0.011111111111111072,1.5281011419952732
6331,Roebuck Academy,Featherstone Wood Primary School,2019,1531.2805099001293,-0.1333333333333333,2.8793110827936195
6332,St Vincent De Paul,Featherstone Wood Primary School,2019,1702.4646839215197,-0.050000000000000044,1.5383758008544475
6333,Shephalbury Park Primary School,Featherstone Wood Primary School,2019,1326.7347134977663,0.1333333333333333,3.3394500605200714
6334,St Margaret Clitherow Roman Catholic Primary School,Featherstone Wood Primary School,2019,1742.0106199446661,0.3666666666666667,5.225543536468563
6335,St Michael's Woolmer Green CofE VA Primary School,Featherstone Wood Primary School,2019,4757.573015729764,-0.33333333333333337,5.033323683879919
6336,St Nicholas CofE (VA) Primary School and Nursery,Featherstone Wood Primary School,2019,1347.0634728920534,0.0,0.8347596100579793
6337,Watton-at-Stone Primary and Nursery School,Featherstone Wood Primary School,2019,5597.508374267965,0.1333333333333333,4.388607399451821
6338,Fairlands Primary School,Featherstone Wood Primary School,2019,2999.377268700955,-0.24444444444444446,1.6415503450851427
6339,Giles Junior School,Featherstone Wood Primary School,2019,3316.4554874142364,-0.11111111111111116,1.4926805583138862
6340,Graveley Primary School,Featherstone Wood Primary School,2019,5613.060217029566,-0.25,3.0224696465922802
6341,Leys Primary and Nursery School,Featherstone Wood Primary School,2019,3785.334331337194,-0.43999999999999995,2.5363080099650093
6342,Martins Wood Primary School,Featherstone Wood Primary School,2019,2907.277248560928,-0.07777777777777772,1.8647371792855396
6343,Moss Bury Primary School and Nursery,Featherstone Wood Primary School,2019,2367.272903574913,-0.3111111111111111,4.040144048375176
6344,Round Diamond Primary School,Featherstone Wood Primary School,2019,4032.525387396836,0.5,5.245562743717639
6345,Trotts Hill Primary and Nursery School,Featherstone Wood Primary School,2019,3076.606247149609,0.1333333333333333,5.3481262640564395
6346,Walkern Primary School,Featherstone Wood Primary School,2019,3735.664465660694,-0.19999999999999996,3.9286995859709712
6347,Woolenwick Junior School,Featherstone Wood Primary School,2019,3719.476441651432,0.43333333333333335,-0.3056386959211683
6348,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Harwood Hill Junior Mixed Infant and Nursery School,2019,5241.796733945337,-0.20000000000000007,1.863851601170055
6349,Codicote Church of England Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,4551.860279050753,0.6333333333333333,2.752291486440269
6351,Holy Family Catholic Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,1297.407414808471,-0.20000000000000007,1.6964657484815728
6352,Homerswood Primary and Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,295.52834043455124,0.2333333333333334,-3.197930821738335
6353,Knebworth Primary and Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,5526.995929073949,0.11666666666666659,2.046502991934597
6354,Oaklands Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2845.4554995641734,0.2333333333333334,1.1082898999204456
6355,_St John's CofE Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,720.3471385380801,0.033333333333333326,3.5056503322489254
6356,St Michael's Woolmer Green CofE VA Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,4168.501409379634,-0.13333333333333341,1.8717478380300336
6357,Tewin Cowper Church of England Voluntary Aided Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,3001.1126270101895,0.039999999999999925,0.5592496982199818
6358,Welwyn St Mary's Church of England Voluntary Aided Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,1662.1076980749472,0.3666666666666667,0.5781288279294428
6359,Applecroft School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2436.3123773440875,0.8166666666666667,2.82306618518353
6360,Birchwood Avenue Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,5525.598338641707,0.7333333333333334,-1.0174975591031743
6361,Commonswood Primary & Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,3829.705210587363,0.5,1.9806162303835437
6362,Countess Anne Church of England School,Harwood Hill Junior Mixed Infant and Nursery School,2019,5809.479322624361,0.06666666666666665,0.7858013044977572
6363,Creswick Primary & Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,3170.1066228125514,0.1499999999999999,-2.132009119554019
6364,Green Lanes Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,5109.997358120648,0.4166666666666665,0.9173064369925963
6365,Holwell Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2445.9803760455643,-0.2833333333333333,-3.2434267631928244
6366,Our Lady Catholic Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2671.9476042767005,0.16666666666666663,0.008423977293969598
6367,Panshanger Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,1926.6117927595067,0.43333333333333335,-0.2349189835585091
6368,Peartree Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2247.2572171427105,0.0,-4.508137211357043
6369,Ryde School,Harwood Hill Junior Mixed Infant and Nursery School,2019,4994.949649395878,0.5333333333333332,1.7533766934195498
6370,Springmead Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2477.6702766913922,-0.13333333333333341,-2.3546779654930208
6371,"St John's Voluntary Aided Church of England Primary School, Lemsford",Harwood Hill Junior Mixed Infant and Nursery School,2019,3220.87519162106,0.3999999999999999,3.152311900150103
6372,Swallow Dell Primary and Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2513.471702645566,0.34999999999999987,-2.438385806793811
6373,Templewood Primary School,Harwood Hill Junior Mixed Infant and Nursery School,2019,951.3112003965895,0.7666666666666666,0.1394542048348446
6374,Watchlytes Junior Mixed Infant and Nursery School,Harwood Hill Junior Mixed Infant and Nursery School,2019,2631.8529594185156,0.06666666666666665,-2.276901576907274
6375,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Homerswood Primary and Nursery School,2019,5222.359619941928,-0.43333333333333346,5.06178242290839
6376,Codicote Church of England Primary School,Homerswood Primary and Nursery School,2019,4274.074051768406,0.3999999999999999,5.9502223081786045
6377,Harwood Hill Junior Mixed Infant and Nursery School,Homerswood Primary and Nursery School,2019,295.52834043455124,-0.2333333333333334,3.197930821738335
6378,Holy Family Catholic Primary School,Homerswood Primary and Nursery School,2019,1591.7239082202666,-0.43333333333333346,4.894396570219908
6380,Knebworth Primary and Nursery School,Homerswood Primary and Nursery School,2019,5435.216371038047,-0.11666666666666681,5.2444338136729325
6381,Oaklands Primary School,Homerswood Primary and Nursery School,2019,2709.6693525225546,0.0,4.3062207216587804
6382,_St John's CofE Primary School,Homerswood Primary and Nursery School,2019,921.9289560481328,-0.20000000000000007,6.70358115398726
6383,St Michael's Woolmer Green CofE VA Primary School,Homerswood Primary and Nursery School,2019,4099.844509246662,-0.3666666666666668,5.0696786597683685
6384,Tewin Cowper Church of England Voluntary Aided Primary School,Homerswood Primary and Nursery School,2019,3257.0888842645973,-0.19333333333333347,3.757180519958317
6385,Welwyn St Mary's Church of England Voluntary Aided Primary School,Homerswood Primary and Nursery School,2019,1374.2448835633336,0.1333333333333333,3.776059649667778
