,Full Name,PAN,APP,ALLO,NOT_DIST,NEAR,DIST,TOTAL,MAX_DIST_NS,MAX_DIST_DIST,P1,P2,P3,P4,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Latitude,Longitude,Easting,Northing,within_500m,within_1km,within_2km,within_3km,within_5km,Grade,P1/plc,PAN_bin
847,Potten End C of E Primary School,30,68,30,13.0,5.0,12.0,30.0,417.88,4470.71,27.0,17.0,10.0,14.0,2020,117414,0.79,0.24,-0.3,0.5,-0.3,107,107,107,51.770372,-0.527246,501719,208992,0,0,0,5,19,2.0,0.9,30
848,Cranborne Primary (Potters Bar) *,60,210,60,0.0,0.0,0.0,60.0,0.0,0.0,65.0,57.0,53.0,35.0,2020,117369,0.76,0.24,1,0.2,1.2,108,109,108,51.699803,-0.199312,524539,201652,0,1,4,7,9,2.0,1.0833333333333333,60
849,Ladbrooke JMI School,30,154,30,14.0,16.0,0.0,30.0,557.01,0.0,47.0,42.0,41.0,24.0,2020,117370,0.77,0.13,2.9,-1.5,2.6,109,111,109,51.696418,-0.179753,525900,201309,0,0,4,6,9,2.0,1.5666666666666667,30
850,Oakmere Primary School,60,53,56,15.0,13.0,9.0,56.0,882.01,3139.23,24.0,6.0,8.0,15.0,2020,117371,0.64,0.14,-0.4,1.3,2.2,102,106,106,51.694599,-0.165462,526893,201131,0,0,3,5,9,2.0,0.4,60
851,Pope Paul Catholic Primary School **,30,85,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,19.0,17.0,9.0,2020,117496,0.9,0.2,1.5,0.3,1.5,109,112,109,51.690153,-0.198625,524613,200580,0,0,3,6,8,2.0,1.3333333333333333,30
852,Wroxham School (The) **,30,138,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,45.0,28.0,25.0,2020,138215,0.53,0.17,-1,-4.5,-0.2,105,105,107,51.699753,-0.212526,523626,201624,0,1,3,6,10,1.0,1.3333333333333333,30
853,Preston Primary (VC) School,15,20,8,4.0,3.0,1.0,8.0,1354.03,5057.01,7.0,4.0,5.0,4.0,2020,117403,0.56,0,-1.1,-5.6,-2.2,104,103,104,51.907162,-0.288041,517866,224565,0,0,0,0,8,2.0,0.4666666666666667,<30
854,St Thomas of Canterbury Catholic Primary School **,15,33,15,0.0,0.0,0.0,15.0,0.0,0.0,15.0,9.0,3.0,6.0,2020,117454,0.94,0.31,1.9,0.9,1.3,107,111,107,51.889282,0.010641,538466,223102,0,1,1,1,2,1.0,1.0,<30
855,Newberries Primary School,30,123,30,20.0,4.0,6.0,30.0,710.39,1223.78,42.0,52.0,20.0,9.0,2020,117303,0.73,0.27,0.6,-1.4,-0.6,108,111,107,51.682247,-0.309816,516948,199517,0,0,2,6,22,2.0,1.4,30
856,Redbourn Primary School,60,89,57,31.0,18.0,8.0,57.0,1034.38,3908.9,51.0,15.0,9.0,14.0,2020,117236,0.68,0.14,-1.9,-1.8,-3.6,106,107,104,51.800927,-0.404033,510146,212569,0,0,0,1,15,1.0,0.85,60
857,Arnett Hills JMI School,30,116,30,9.0,19.0,2.0,30.0,1535.74,550.75,26.0,34.0,27.0,29.0,2020,117289,0.68,0.16,1.3,3.8,-1.5,107,109,104,51.645798,-0.495282,504210,195183,0,1,5,8,14,2.0,0.8666666666666667,30
858,Maple Cross JMI School,30,26,20,8.0,6.0,2.0,20.0,691.44,2844.01,15.0,3.0,4.0,4.0,2020,117266,0.52,0.1,0.3,-0.2,-2.5,105,106,104,51.61869,-0.513108,503038,192143,0,0,0,4,9,2.0,0.5,30
859,Rickmansworth Park JMI School,30,124,30,6.0,20.0,4.0,30.0,1160.99,1493.48,29.0,8.0,22.0,65.0,2020,117304,0.89,0.15,0.7,1.7,0,107,107,107,51.642989,-0.465111,506304,194914,0,0,5,9,22,2.0,0.9666666666666667,30
860,Shepherd Primary School,30,94,30,11.0,19.0,0.0,30.0,552.68,0.0,34.0,24.0,24.0,12.0,2020,117096,0.71,0.23,-0.2,3.2,2.4,105,110,108,51.636807,-0.496013,504180,194182,2,2,4,9,12,2.0,1.1333333333333333,30
861,St Mary's C of E Primary (Rickmansworth) **,30,55,20,0.0,0.0,0.0,20.0,0.0,0.0,14.0,19.0,12.0,10.0,2020,117447,0.82,0.14,2,0.6,0.6,108,110,107,51.630074,-0.475004,505649,193463,0,0,4,8,16,2.0,0.4666666666666667,30
862,St Peter's C of E VA Primary School **,30,100,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,27.0,21.0,12.0,2020,117448,0.93,0.13,0.8,0.8,-1.2,108,111,107,51.635782,-0.489761,504615,194077,2,2,5,8,13,2.0,1.3333333333333333,30
863,St Mary's Catholic Primary (Royston) **,30,92,30,0.0,0.0,0.0,30.0,0.0,0.0,42.0,19.0,20.0,11.0,2020,138292,0.76,0.31,0.7,2,0.6,107,107,107,52.050203,-0.019012,535938,240942,0,1,2,2,2,1.0,1.4,30
864,High Wych C of E Primary School,30,106,30,11.0,4.0,15.0,30.0,622.72,2972.63,27.0,10.0,43.0,26.0,2020,117398,0.77,0.17,-0.4,-0.1,0,106,107,107,51.805878,0.121232,546346,214043,0,0,0,2,5,2.0,0.9,30
865,_Mandeville Primary School,30,103,30,15.0,9.0,6.0,30.0,755.63,3009.08,32.0,48.0,18.0,5.0,2020,117305,0.8,0.27,1.3,1,1.2,108,106,108,51.81609,0.145724,548001,215228,1,1,1,3,6,1.0,1.0666666666666667,30
866,Clore Shalom School **,30,53,30,0.0,0.0,0.0,30.0,0.0,0.0,25.0,13.0,9.0,6.0,2020,131456,0.8,0.23,0,3.1,0.9,106,110,107,51.704382,-0.289685,518282,202011,0,0,2,5,19,3.0,0.8333333333333334,30
867,Shenley Primary School,30,53,30,14.0,10.0,6.0,30.0,1215.89,4486.86,26.0,4.0,11.0,12.0,2020,117150,0.63,0.09,-0.4,-1,-2.2,105,102,102,51.691081,-0.280569,518947,200547,0,0,1,5,19,3.0,0.8666666666666667,30
868,St Giles' C of E Primary School **,15,31,15,0.0,0.0,0.0,15.0,0.0,0.0,6.0,5.0,11.0,9.0,2020,117564,0.61,0,1.8,-3,-4.5,107,106,103,51.695326,-0.232819,522236,201097,0,0,1,3,15,2.0,0.4,<30
869,Greenfields Primary School,30,58,30,12.0,10.0,7.0,30.0,272.44,4396.01,24.0,15.0,10.0,9.0,2020,117193,0.48,0.09,0.7,0.8,1.2,103,103,104,51.617972,-0.393746,511303,192238,0,2,6,7,23,3.0,0.8,30
870,St Joseph's Catholic Primary (Watford) **,30,96,30,0.0,0.0,0.0,30.0,0.0,0.0,45.0,25.0,18.0,8.0,2020,117465,0.73,0.13,4.9,3.4,5.1,106,109,106,51.627249,-0.396872,511064,193265,2,2,7,15,30,1.0,1.5,30
871,Warren Dell Primary School *,30,95,30,0.0,0.0,0.0,30.0,0.0,0.0,35.0,25.0,17.0,18.0,2020,144905,0.82,0.07,0.5,-0.4,-0.3,107,107,106,51.628628,-0.39181,511411,193426,2,2,7,15,30,2.0,1.1666666666666667,30
872,Spellbrook Primary School,15,62,14,8.0,0.0,5.0,14.0,0.0,7517.71,12.0,8.0,13.0,29.0,2020,117405,0.79,0.07,-0.4,1,-0.9,106,108,106,51.835207,0.157098,548722,217377,0,0,0,5,14,3.0,0.8,<30
873,Abbey C of E Voluntary Aided Primary School (The) **,30,86,30,0.0,0.0,0.0,30.0,0.0,0.0,31.0,24.0,15.0,16.0,2020,117449,0.69,0.24,-0.8,-1.6,-0.9,108,108,108,51.747408,-0.34234,514535,206712,1,3,13,18,28,2.0,1.0333333333333334,30
874,Aboyne Lodge School,30,158,30,14.0,16.0,0.0,30.0,812.95,0.0,27.0,31.0,38.0,62.0,2020,117141,0.67,0.1,0.1,-2.2,-2.6,106,107,103,51.755054,-0.338699,514767,207568,2,4,13,22,28,2.0,0.9,30
875,Alban City School *,60,257,60,0.0,0.0,0.0,60.0,0.0,0.0,45.0,81.0,72.0,59.0,2020,138231,0.68,0.13,-1.7,-5.2,-3.2,105,106,104,51.754331,-0.334225,515078,207495,2,4,15,22,28,2.0,0.75,60
876,Bernards Heath Infant School,90,292,90,46.0,44.0,0.0,90.0,738.59,0.0,107.0,75.0,71.0,39.0,2020,117143,0.73,0.19,1.8,1.6,0.1,107,108,106,51.764369,-0.327271,515532,208622,0,1,10,18,25,1.0,1.1888888888888889,>60
877,Camp Primary and Nursery School (St Albans),30,191,30,17.0,13.0,0.0,30.0,283.78,0.0,44.0,64.0,45.0,38.0,2020,117136,0.62,0.03,-0.3,0.2,-0.4,105,104,104,51.746962,-0.310415,516740,206713,2,5,9,20,31,2.0,1.4666666666666666,30
878,Cunningham Hill Infant School,60,268,60,30.0,27.0,3.0,60.0,659.07,338.9,74.0,82.0,70.0,42.0,2020,117250,0.83,0.25,0.3,-0.5,2.3,107,112,110,51.744144,-0.313895,516507,206394,2,5,11,21,30,1.0,1.2333333333333334,60
879,Fleetville Infant & Nursery School *,90,297,90,0.0,0.0,0.0,90.0,0.0,0.0,87.0,79.0,57.0,74.0,2020,138205,0.64,0.15,-0.1,-4,-1.8,107,106,105,51.751985,-0.314501,516445,207265,0,4,14,20,30,1.0,0.9666666666666667,>60
880,Garden Fields JMI School,90,234,90,35.0,17.0,33.0,90.0,774.39,63845.51,64.0,52.0,58.0,60.0,2020,117139,0.78,0.17,0.9,-0.2,-0.7,108,108,107,51.764343,-0.337474,514828,208603,0,2,10,18,26,2.0,0.7111111111111111,>60
881,Killigrew Primary & Nursery School,60,162,60,27.0,15.0,15.0,60.0,1226.17,4358.91,55.0,45.0,41.0,21.0,2020,135528,0.78,0.24,0.2,1.4,0.9,107,111,108,51.731567,-0.35407,513765,204932,0,0,6,10,29,2.0,0.9166666666666666,60
882,Mandeville Primary (St Albans),60,122,60,41.0,19.0,0.0,60.0,891.13,0.0,63.0,18.0,19.0,22.0,2020,139159,0.54,0.08,-1.5,-0.9,-0.5,103,105,105,51.73713,-0.339377,514766,205574,1,1,12,17,28,2.0,1.05,60
883,Maple Primary School,30,268,30,17.0,13.0,0.0,30.0,280.13,0.0,54.0,80.0,78.0,56.0,2020,117298,0.83,0.21,3.1,0.5,0.7,110,112,108,51.755887,-0.332134,515218,207671,2,3,12,21,28,1.0,1.8,30
884,Margaret Wix Primary School,30,27,13,5.0,3.0,3.0,13.0,394.04,1981.68,11.0,2.0,5.0,9.0,2020,117188,0.63,0.07,0.5,-0.2,-1.3,104,109,103,51.770984,-0.341013,514567,209336,0,1,5,13,26,2.0,0.36666666666666664,30
885,Oakwood Primary School,45,181,45,16.0,29.0,0.0,45.0,756.42,0.0,48.0,45.0,53.0,35.0,2020,117222,0.8,0.16,-1.5,-1.9,-2.3,107,109,106,51.75616,-0.300958,517369,207751,0,0,8,16,30,1.0,1.0666666666666667,31-59
886,Prae Wood Primary and Nursery School,60,153,60,29.0,20.0,11.0,60.0,572.69,6505.63,58.0,47.0,34.0,14.0,2020,117315,0.78,0.09,0.9,-0.6,-0.5,106,109,106,51.745514,-0.359198,513376,206475,0,1,8,12,30,2.0,0.9666666666666667,60
887,Samuel Ryder Academy *,60,206,60,0.0,0.0,0.0,60.0,0.0,0.0,67.0,44.0,57.0,38.0,2020,138582,0.55,0.05,-1.7,-0.6,-1.9,103,105,103,51.738834,-0.311037,516718,205808,0,3,8,17,30,2.0,1.1166666666666667,60
888,Sandridge School,30,49,17,11.0,2.0,4.0,17.0,537.21,3112.34,14.0,7.0,15.0,13.0,2020,117148,0.62,0.14,-2.2,-1.1,0.2,103,105,106,51.780439,-0.296819,517592,210458,0,0,3,5,27,2.0,0.4666666666666667,30
889,Skyswood Primary & Nursery School,30,166,30,9.0,21.0,0.0,30.0,634.8,0.0,50.0,64.0,30.0,22.0,2020,117240,0.87,0.3,3,0.8,2.5,110,110,110,51.767228,-0.302137,517259,208980,1,2,6,15,28,1.0,1.6666666666666667,30
890,St Adrian's RC Primary School & Nursery **,30,62,30,0.0,0.0,0.0,30.0,0.0,0.0,32.0,17.0,9.0,4.0,2020,117470,0.87,0.17,3.2,0.2,2.6,109,110,109,51.73829,-0.34381,514457,205696,1,1,8,18,28,2.0,1.0666666666666667,30
891,St John Fisher Catholic Primary School **,30,36,20,0.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,10.0,11.0,2020,117480,0.69,0.17,0.2,2.3,-1,105,107,104,51.766476,-0.304875,517072,208892,1,2,6,15,28,2.0,0.23333333333333334,30
892,St Michael's C of E VA Primary (St Albans) **,30,90,30,0.0,0.0,0.0,30.0,0.0,0.0,35.0,14.0,23.0,18.0,2020,117451,0.77,0.23,6.5,3,1.5,110,107,106,51.753332,-0.355684,513599,207350,0,1,8,14,24,2.0,1.1666666666666667,30
893,St Peter's School (St Albans),30,172,60,9.0,39.0,12.0,60.0,664.19,5674.96,53.0,57.0,37.0,25.0,2020,117140,0.85,0.26,0.7,0.6,-0.7,110,110,108,51.746893,-0.335368,515018,206666,1,3,15,19,28,2.0,1.7666666666666666,30
894,Wheatfields Infants' & Nursery School,90,220,90,43.0,23.0,24.0,90.0,728.01,1338.03,81.0,66.0,45.0,28.0,2020,117212,0.79,0.24,-0.7,-1.5,-2,108,109,107,51.770285,-0.311486,516606,209305,0,2,6,15,27,2.0,0.9,>60
895,Windermere JMI School,30,132,30,18.0,8.0,4.0,30.0,723.68,542.36,26.0,26.0,44.0,36.0,2020,117217,0.46,0,-3.3,-4.4,-4.2,101,104,101,51.744018,-0.308251,516897,206389,2,4,7,20,31,2.0,0.8666666666666667,30
896,St Ippolyts C of E (Aided) Primary School **,20,48,20,0.0,0.0,0.0,20.0,0.0,0.0,19.0,13.0,8.0,8.0,2020,117440,0.73,0.27,0.3,2.9,0.4,105,106,106,51.930793,-0.258218,519855,227242,0,0,4,8,19,2.0,0.95,<30
897,St Andrew's C of E (V C) Primary (S.Abbotts),30,75,30,15.0,15.0,0.0,30.0,915.92,0.0,33.0,13.0,19.0,10.0,2020,117407,0.67,0.03,-2.7,-4.3,-4.7,105,105,103,51.788723,0.009544,538699,211917,0,0,2,4,20,2.0,1.1,30
898,Stapleford Primary School **,12,21,9,0.0,0.0,0.0,9.0,0.0,0.0,8.0,4.0,4.0,5.0,2020,117455,0.63,0,-1,-1.6,2.3,103,104,106,51.835837,-0.097715,531165,216958,0,0,0,2,13,2.0,0.6666666666666666,<30
899,Ardeley St Lawrence Primary School and Nursery **,15,27,14,0.0,0.0,0.0,14.0,0.0,0.0,13.0,3.0,9.0,2.0,2020,117420,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,51.926974,-0.098416,530852,227092,0,0,0,1,3,2.0,0.8666666666666667,<30
900,Ashtree Primary School & Nursery,60,115,49,29.0,10.0,7.0,49.0,529.97,2349.66,45.0,26.0,29.0,15.0,2020,117352,0.57,0.11,-2.6,0.9,-3.9,104,106,102,51.896928,-0.165033,526356,223633,1,2,12,17,26,3.0,0.75,60
901,Aston St Mary's C of E (Aided) Primary School **,18,82,18,0.0,0.0,0.0,18.0,0.0,0.0,24.0,24.0,18.0,16.0,2020,117421,1,0.07,1.6,3.1,1.5,107,110,107,51.890266,-0.150147,527399,222918,0,0,5,13,28,1.0,1.3333333333333333,<30
902,Bedwell Primary School & Nursery,45,84,29,11.0,8.0,6.0,29.0,689.49,2197.97,20.0,21.0,21.0,22.0,2020,117200,0.58,0.16,0.4,0,2.5,104,107,106,51.905769,-0.182568,525125,224586,0,4,14,21,26,3.0,0.4444444444444444,31-59
903,Benington C of E Primary School,16,28,14,6.0,5.0,3.0,14.0,1431.1,4594.72,12.0,4.0,6.0,6.0,2020,117389,1,0,5,1.8,1,113,113,109,51.898484,-0.113326,529909,223897,0,0,0,2,17,2.0,0.75,<30
904,Broom Barns Primary School,30,86,30,10.0,20.0,0.0,30.0,460.33,0.0,43.0,19.0,10.0,14.0,2020,117189,0.68,0.14,1.3,3.1,4.7,104,108,110,51.900646,-0.193226,524406,223998,0,3,14,19,26,2.0,1.4333333333333333,30
905,Camps Hill Primary School *,60,173,60,0.0,0.0,0.0,60.0,0.0,0.0,73.0,45.0,35.0,20.0,2020,143786,0.51,0.04,-1.2,-1.2,-3.1,102,103,102,51.907949,-0.168872,526061,224852,1,3,12,22,26,2.0,1.2166666666666666,60
906,Fairlands Primary School,90,170,78,42.0,11.0,20.0,78.0,712.33,1999.8,66.0,32.0,54.0,18.0,2020,143785,0.46,0.05,-0.6,-1.3,-2.8,102,104,101,51.90894,-0.20339,523684,224903,0,1,8,19,25,2.0,0.7333333333333333,>60
907,Featherstone Wood Primary School and Nursery,30,55,23,14.0,3.0,5.0,23.0,212.13,1352.71,21.0,13.0,13.0,8.0,2020,131505,0.53,0.06,-2.7,-3.4,-2.4,103,105,103,51.893622,-0.167522,526194,223261,1,2,13,16,27,3.0,0.7,30
908,Giles Nursery and Infant's School,90,193,90,36.0,16.0,38.0,90.0,465.41,3212.29,80.0,39.0,45.0,29.0,2020,117306,0.68,0.08,-2.4,-3,-2.6,103,103,103,51.921862,-0.182965,525053,226375,1,4,10,15,26,2.0,0.8888888888888888,>60
909,Leys Primary & Nursery School (The),75,129,52,23.0,16.0,13.0,52.0,635.18,2872.67,38.0,42.0,28.0,21.0,2020,117364,0.71,0.23,-1.6,-0.3,-1.1,105,106,106,51.926729,-0.180223,525228,226921,0,3,6,12,26,2.0,0.5066666666666667,>60
910,Lodge Farm Primary School,60,157,60,23.0,17.0,20.0,60.0,838.28,902.7,63.0,58.0,20.0,16.0,2020,132091,0.51,0.1,-0.9,0.8,-1.1,102,106,103,51.909921,-0.169068,526042,225071,1,2,12,21,25,2.0,1.05,60
911,Longmeadow Primary School,60,71,32,18.0,11.0,2.0,32.0,807.62,859.4,29.0,13.0,13.0,16.0,2020,135083,0.5,0,0.1,-1,-2.8,103,102,101,51.883335,-0.171573,525944,222110,1,1,8,15,27,2.0,0.48333333333333334,60
912,Martins Wood Primary School,90,177,87,36.0,31.0,14.0,87.0,947.79,13595.97,65.0,45.0,33.0,34.0,2020,117285,0.49,0.08,-2,-2.6,-2,102,104,103,51.919479,-0.173653,525700,226126,0,4,10,15,27,2.0,0.7222222222222222,>60
913,Moss Bury Primary School & Nursery,30,124,30,16.0,14.0,0.0,30.0,429.12,0.0,35.0,31.0,38.0,20.0,2020,117269,0.67,0.04,-2.1,-0.2,-0.7,103,105,105,51.913089,-0.181414,525184,225402,0,6,13,19,26,2.0,1.1666666666666667,30
914,Peartree Spring Primary School (Stevenage),90,203,90,32.0,28.0,30.0,90.0,562.28,1413.48,91.0,51.0,37.0,24.0,2020,117206,0.61,0.04,-2.6,0.7,-3.5,102,103,102,51.892519,-0.175928,525619,223124,0,4,13,16,27,2.0,1.011111111111111,>60
915,Roebuck Primary School and Nursery,60,127,60,21.0,16.0,23.0,60.0,760.63,22624.71,52.0,35.0,25.0,15.0,2020,144419,0.59,0.07,-1,-1.9,-1.9,104,103,104,51.88771,-0.187612,524828,222569,1,3,8,16,25,2.0,0.8666666666666667,60
916,Round Diamond Primary School,60,200,60,21.0,39.0,0.0,60.0,602.41,0.0,97.0,59.0,24.0,20.0,2020,117299,0.8,0.13,-0.9,-0.3,0.8,106,108,108,51.929812,-0.170848,525864,227280,0,1,5,10,25,1.0,1.6166666666666667,60
917,Shephalbury Park Primary School,30,103,30,15.0,10.0,5.0,30.0,786.63,405.37,40.0,30.0,25.0,8.0,2020,135084,0.73,0.07,-0.5,-0.1,1.9,105,105,107,51.882975,-0.176208,525626,222062,1,2,8,14,26,2.0,1.3333333333333333,30
918,St Margaret Clitherow Roman Catholic Primary School **,30,94,30,0.0,0.0,0.0,30.0,0.0,0.0,38.0,34.0,12.0,10.0,2020,117474,0.7,0.07,-2,-1.7,-1.9,106,109,106,51.88973,-0.192036,524518,222786,1,1,9,17,25,1.0,1.2666666666666666,30
919,St Nicholas C of E Primary School & Nursery (Stevenage) **,30,90,29,0.0,0.0,0.0,29.0,0.0,0.0,27.0,25.0,25.0,13.0,2020,117456,0.72,0.07,-0.1,-1.7,-0.3,106,108,106,51.898325,-0.185557,524940,223753,0,4,14,20,27,2.0,0.9,30
920,St Vincent de Paul Catholic Primary School **,60,109,53,0.0,0.0,0.0,53.0,0.0,0.0,47.0,32.0,17.0,13.0,2020,117498,0.67,0.13,-0.4,-1.6,1.4,106,109,108,51.905769,-0.182568,525125,224586,0,4,14,21,26,2.0,0.7833333333333333,60
921,Trotts Hill Primary and Nursery School,30,133,30,10.0,13.0,7.0,30.0,557.74,913.05,36.0,38.0,31.0,28.0,2020,117292,0.87,0.3,5.7,4.3,5.8,109,113,110,51.918516,-0.186997,524785,225996,1,4,11,17,26,2.0,1.2,30
922,Woolenwick Infant & Nursery School,60,148,60,31.0,29.0,0.0,60.0,827.48,0.0,79.0,31.0,20.0,18.0,2020,117322,0.44,0.08,-4,0,-4.3,100,101,101,51.909291,-0.215268,522866,224922,0,1,3,11,26,3.0,1.3166666666666667,60
923,Tewin Cowper C of E VA Primary School **,25,52,23,0.0,0.0,0.0,23.0,0.0,0.0,19.0,13.0,12.0,8.0,2020,117457,0.73,0.14,0.5,0.2,1.7,106,106,107,51.815083,-0.155882,527216,214547,0,0,2,6,25,2.0,0.76,<30
924,Gaddesden Row JMI School,8,22,7,2.0,1.0,4.0,7.0,1183.57,7923.72,6.0,4.0,7.0,5.0,2020,117101,0.13,0,-1.9,-2.1,-6.9,101,100,96,51.806113,-0.479188,504952,213035,0,0,0,1,11,2.0,0.75,<30
925,Great Gaddesden C of E Primary School **,13,18,14,0.0,0.0,0.0,14.0,0.0,0.0,13.0,3.0,2.0,0.0,2020,117433,0.63,0,-0.7,-2.5,-3.7,105,104,103,51.79078,-0.509167,502920,211287,0,0,0,2,18,2.0,1.0,<30
926,Little Gaddesden C of E VA Primary School **,15,28,15,0.0,0.0,0.0,15.0,0.0,0.0,16.0,7.0,3.0,2.0,2020,117443,0.94,0.31,7.2,-1.2,1.3,114,113,109,51.811707,-0.559994,499369,213544,0,0,0,0,3,1.0,1.0666666666666667,<30
927,Thundridge Primary School,15,32,8,4.0,1.0,3.0,8.0,310.87,5895.52,7.0,7.0,3.0,15.0,2020,117408,0.92,0.23,0.6,1.6,-0.5,107,111,106,51.837894,-0.028795,535907,217313,0,0,2,7,12,2.0,0.4666666666666667,<30
928,Tonwell St Mary's C of E Primary School,8,8,5,1.0,1.0,3.0,5.0,106.1,4161.25,4.0,4.0,0.0,0.0,2020,117388,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,51.83769,-0.06579,533359,217222,0,0,0,2,18,3.0,0.5,<30
929,Dundale Primary & Nursery School,30,83,30,18.0,7.0,5.0,30.0,781.8,1399.05,26.0,20.0,34.0,3.0,2020,117286,0.45,0.03,-5.3,-6.5,-4.4,100,101,101,51.799957,-0.661315,492408,212104,0,2,2,3,5,2.0,0.8666666666666667,30
930,Grove Road Primary School,60,131,60,26.0,14.0,20.0,60.0,1179.7,2841.67,55.0,50.0,15.0,11.0,2020,145255,0.8,0.11,0.4,0.7,-0.2,107,108,106,51.802624,-0.650025,493181,212415,0,1,2,3,5,2.0,0.9166666666666666,60
931,Longlands Primary School & Nursery,30,120,30,14.0,16.0,0.0,30.0,340.33,0.0,57.0,33.0,17.0,13.0,2020,117326,0.83,0.21,4.3,3,3.3,108,106,109,51.723401,-0.025352,536489,204587,0,1,3,12,25,1.0,1.9,30
932,Walkern Primary School,25,40,21,14.0,6.0,1.0,21.0,3745.82,2293.73,20.0,9.0,7.0,4.0,2020,117154,0.33,0,-9.3,-4.4,-3.3,97,100,104,51.916833,-0.12829,528827,225911,0,0,0,4,20,3.0,0.8,<30
933,Four Swannes Primary School,30,66,27,10.0,7.0,4.0,27.0,401.18,3162.53,21.0,20.0,14.0,11.0,2020,117092,0.38,0.1,-1.2,4.3,-1.2,100,103,101,51.687937,-0.030646,536230,200633,1,4,6,11,17,2.0,0.7,30
934,Goffs Oak Primary & Nursery School,30,151,30,20.0,10.0,0.0,30.0,1211.66,0.0,42.0,36.0,46.0,27.0,2020,117243,0.53,0.13,-1.8,-4,-0.6,103,105,105,51.713782,-0.093577,531805,203392,0,1,2,8,19,2.0,1.4,30
935,Holdbrook Primary School,30,47,23,12.0,9.0,2.0,23.0,334.1,702.0,23.0,7.0,8.0,9.0,2020,117091,0.54,0,-0.9,-1.8,2.5,101,105,105,51.68367,-0.019906,536985,200179,0,1,5,8,16,3.0,0.7666666666666667,30
936,Holy Trinity Church of England Primary School **,30,73,29,0.0,0.0,0.0,29.0,0.0,0.0,22.0,27.0,16.0,8.0,2020,117428,0.68,0.16,-1.5,-0.7,-0.4,104,106,106,51.695006,-0.034984,535909,201411,0,3,10,15,19,2.0,0.7333333333333333,30
937,Hurst Drive Primary School,60,104,60,24.0,16.0,20.0,60.0,524.49,2206.68,53.0,25.0,14.0,12.0,2020,117180,0.69,0.12,-1,1.6,0.7,103,108,106,51.685238,-0.039168,535649,200317,0,1,5,11,18,2.0,0.8833333333333333,60
938,_St_Joseph's Catholic Primary School,30,86,30,0.0,0.0,0.0,30.0,0.0,0.0,39.0,19.0,14.0,14.0,2020,117429,0.5,0.07,-1.3,-2.2,-2.1,101,104,102,51.691528,-0.02784,536413,201038,1,3,7,12,17,2.0,1.3,30
939,Christ Church (C of E) VA Primary & Nursery (Ware) **,45,133,45,0.0,0.0,0.0,45.0,0.0,0.0,50.0,27.0,43.0,13.0,2020,117473,0.59,0.02,2.6,-0.1,-1.8,106,106,102,51.811423,-0.027281,536091,214372,1,2,5,8,22,2.0,1.1111111111111112,31-59
940,Larkspur Academy,30,24,4,2.0,1.0,0.0,4.0,281.78,0.0,3.0,4.0,7.0,10.0,2020,146359,0.36,0,-2.1,-0.4,-4,100,100,98,51.81666,-0.023744,536319,214961,0,3,5,9,19,4.0,0.1,30
941,Priors Wood Primary School,30,61,19,6.0,7.0,6.0,19.0,695.22,13217.56,19.0,13.0,10.0,19.0,2020,117271,0.62,0.03,1.8,0.9,-3,107,107,103,51.817244,-0.013591,537017,215045,0,1,4,8,21,2.0,0.6333333333333333,30
942,Sacred Heart Catholic Primary (Ware) **,30,65,24,0.0,0.0,0.0,24.0,0.0,0.0,24.0,10.0,13.0,18.0,2020,117493,0.71,0.06,3.7,2.1,1.7,107,107,106,51.808692,-0.032811,535718,214058,1,2,6,8,24,2.0,0.8,30
943,St Catherine's (C of E) Primary School,60,134,49,19.0,14.0,14.0,49.0,568.49,13915.98,44.0,41.0,28.0,21.0,2020,117410,0.72,0.13,1.4,-0.5,1.6,105,105,106,51.813709,-0.042473,535037,214598,0,1,5,9,24,2.0,0.7333333333333333,60
944,Wareside C of E Primary School,8,9,3,1.0,2.0,0.0,3.0,759.61,0.0,3.0,2.0,3.0,1.0,2020,117412,0.38,0.13,1.1,-5.1,1.1,105,108,106,51.820223,0.018462,539217,215437,0,0,0,4,13,2.0,0.375,<30
945,Alban Wood Primary School and Nursery *,30,169,30,0.0,0.0,0.0,30.0,0.0,0.0,44.0,46.0,46.0,33.0,2020,144907,0.45,0.14,-3.1,-2.2,-4.3,102,101,101,51.697218,-0.400333,510654,201041,0,1,10,16,29,1.0,1.4666666666666666,30
946,Ascot Road Community Free School *,60,144,60,0.0,0.0,0.0,60.0,0.0,0.0,55.0,33.0,27.0,29.0,2020,140956,,,,,,,,,51.648263,-0.423363,509180,195562,1,2,8,17,42,2.0,0.9166666666666666,60
947,Beechfield School *,60,157,59,0.0,0.0,0.0,59.0,0.0,0.0,44.0,34.0,36.0,43.0,2020,145350,0.55,0.09,4.5,4.5,3.5,103,104,104,51.676005,-0.407075,510240,198672,0,4,11,20,37,2.0,0.7333333333333333,60
